ENTRY ,AEL VRH bulk modulus ,AEL elastic anisotropy ,AEL Poisson ratio ,AEL VRH shear modulus ,space group ,Pearson symbol ,DATA
Cu4Mn4P4 [d0aac9dbe8bc5283],93.1208,0.302826,0.317472,38.7041,62 - Pnma,oP12,"[API, Out, JSON ]"
Cu4Ni1Yb1 [00d5318ea4c2f57d],100.506,0.148832,0.335969,37.0204,216 - F43m,cF24,"[API, Out, JSON ]"
Cu4Sb4Se8 [00fc9c966a3fa36d],38.3451,0.191858,0.280119,19.7591,62 - Pnma,oP16,"[API, Out, JSON ]"
Cu4Si4Ti4 [aeb749790927c2ab],123.637,0.215787,0.250246,74.0944,62 - Pnma,oP12,"[API, Out, JSON ]"
Cu6Dy6Sb8 [6c1cfe74712c9046],76.8714,0.00199709,0.229517,50.733,220 - I43d,cI40,"[API, Out, JSON ]"
Cu6Ho6Sb8 [d22da2f6406b0a39],77.4722,0.000988754,0.232827,50.3684,220 - I43d,cI40,"[API, Out, JSON ]"
Cu6O8Pb1 [47f6710cbf8f197d],121.228,0.0134407,0.354609,39.0343,225 - Fm3m,cF60,"[API, Out, JSON ]"
Cu6P2S8 [36042ab26a7ef0c7],73.166,0.210016,0.306396,32.5289,31 - Pmn21,oP16,"[API, Out, JSON ]"
Cu6Sb8Tb6 [c2f664a520fe7a60],74.8667,0.00140643,0.221127,51.2928,220 - I43d,cI40,"[API, Out, JSON ]"
Cu6Sb8Y6 [c3f3d5debc9fb042],75.8833,0.00111739,0.230521,49.8544,220 - I43d,cI40,"[API, Out, JSON ]"
Cu7Hf6Zn16 [ab3be1b2c9ee380e],102.478,0.632998,0.309219,44.7997,225 - Fm3m,cF116,"[API, Out, JSON ]"
Cu7Zn16Zr6 [354effde4e249bd5],99.4444,0.338413,0.291005,48.2958,225 - Fm3m,cF116,"[API, Out, JSON ]"
Dy10Ni2Pb6 [fdca845d797d8efb],57.0882,0.10289,0.263181,32.1084,193 - P63/mcm,hP18,"[API, Out, JSON ]"
Dy16In4Rh4 [972f726f12bf312e],64.0278,0.000363159,0.280107,32.9955,216 - F43m,cF96,"[API, Out, JSON ]"
Dy16Mg4Rh4 [dd97f47e93f310af],55.5611,0.002556,0.291164,26.9598,216 - F43m,cF96,"[API, Out, JSON ]"
Dy1Ge2Ni2 [46c284e2441b940c],119.019,0.16431,0.325691,46.9478,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Dy1Ge2Rh2 [f15be3468bf32a67],136.035,0.250416,0.294348,64.8413,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Dy1Ge2Ru2 [1a04863c1542b511],137.976,0.248718,0.310495,59.8562,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Dy1In1Pd2 [af873938b6ee0171],104.633,0.0554844,0.363296,31.4763,225 - Fm3m,cF16,"[API, Out, JSON ]"
Dy1In1Pt4 [1e6e92c6a9d85906],164.822,0.649261,0.350271,54.8304,216 - F43m,cF24,"[API, Out, JSON ]"
Dy1Ir1Si3 [cd53e7610b132878],132.84,0.0583945,0.301494,60.7828,107 - I4mm,tI10,"[API, Out, JSON ]"
Dy1Ir2Si2 [7d453d7105c31a90],179.847,0.169807,0.249778,108.023,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Dy1Ni1Sb1 [2c6a045b4fb1c8ba],92.7889,0.20677,0.247028,56.4694,216 - F43m,cF12,"[API, Out, JSON ]"
Dy1Ni2P2 [ccdedd6a47814fdd],150.375,0.224608,0.254942,88.0928,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Dy1P1Pt1 [f8e0aa93cf029501],127.903,0.451945,0.337607,46.5847,187 - P6m2,hP3,"[API, Out, JSON ]"
Dy1Pd2Si2 [54eafdffd7f40b14],133.829,0.218892,0.319777,54.8251,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Dy1Pt1Sb1 [3ce2fb5cea681593],100.7,0.00164144,0.296225,47.4922,216 - F43m,cF12,"[API, Out, JSON ]"
Dy1Pt2Si2 [4f5d607b987fed0e],145.601,2.69518,0.370306,41.3417,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Dy1Rh2Si2 [6c993abbc5535807],159.715,0.217877,0.260235,91.1593,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Dy1Rh3Si2 [35f0695ac31d122e],176.926,0.0875754,0.260535,100.833,191 - P6/mmm,hP6,"[API, Out, JSON ]"
Dy1Ru2Si2 [1301b7a27a9309ec],154.545,0.274521,0.277951,80.5584,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Dy2Ga2Zn2 [13146b43791edc2c],73.65,0.343814,0.189249,57.7343,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Dy2Ga4Ni2 [662744c681b5fadc],96.8957,0.964727,0.300457,44.6033,63 - Cmcm,oS16,"[API, Out, JSON ]"
Dy2Ga8Ni2 [55d997d542dcf5a6],91.3146,0.328094,0.275651,48.1785,63 - Cmcm,oS24,"[API, Out, JSON ]"
Dy2Ge2Sn2 [99d07306acc89e4a],67.4281,0.610687,0.248642,40.7208,63 - Cmcm,oS12,"[API, Out, JSON ]"
Dy2In2Pt4 [99f26f4b17234258],123.975,0.112812,0.362544,37.5204,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Dy2In2Zn2 [084c8813318ed050],64.9651,0.450944,0.226735,43.4144,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Dy2Ir4Si4 [926aa52fff3b3731],183.903,0.121648,0.340899,65.4619,129 - P4/nmm,tP10,"[API, Out, JSON ]"
Dy2Mg2Sn2 [5e50f01796613fbe],57.1123,0.84157,0.235777,36.6337,139 - I4/mmm,tI12,"[API, Out, JSON ]"
Dy2O8P2 [552f2584a15836d3],139.176,2.73163,0.306941,61.6764,141 - I41/amd,tI24,"[API, Out, JSON ]"
Dy2O8V2 [a783be5735d01164],145.01,0.317193,0.320972,58.9586,88 - I41/a,tI24,"[API, Out, JSON ]"
Dy2O8V2 [fdc96cc9e7d42978],127.149,1.96978,0.326667,49.8372,141 - I41/amd,tI24,"[API, Out, JSON ]"
Dy2Pd2Sb2 [03fd9bf009e5bf52],90.0052,0.469336,0.337375,32.834,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Dy2Pd2Sb2 [e9eb1595fc5bc184],87.0193,0.299566,0.297622,40.7148,186 - P63mc,hP6,"[API, Out, JSON ]"
Dy2Pt4Si4 [3b44b81f56c6bb05],157.098,0.584613,0.358395,49.1295,129 - P4/nmm,tP10,"[API, Out, JSON ]"
Dy2Tl2Zn2 [07e45d1c86f565ff],62.9937,0.213784,0.216553,44.031,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Dy3Ge3Li3 [cfb1c96108ef47c1],63.7099,0.311505,0.20087,47.6093,189 - P62m,hP9,"[API, Out, JSON ]"
Dy3In3Ir3 [157764f60b649754],115.463,0.210057,0.362305,35.0114,189 - P62m,hP9,"[API, Out, JSON ]"
Dy3In3Ni3 [5b9baecff7ede58b],90.6672,1.1556,0.342657,31.8752,189 - P62m,hP9,"[API, Out, JSON ]"
Dy3In3Rh3 [d98f9d3290c54897],98.7365,0.410015,0.364947,29.3081,189 - P62m,hP9,"[API, Out, JSON ]"
Dy3Mg3Pd3 [f40c644d3d9b5e89],72.2429,0.828439,0.391204,16.9488,189 - P62m,hP9,"[API, Out, JSON ]"
Dy3Pb3Pd3 [542bf9c5a7d7bf04],83.1196,0.329947,0.30979,36.2122,189 - P62m,hP9,"[API, Out, JSON ]"
Dy3Pd3Tl3 [a91e7b39644043e1],78.9629,0.955365,0.375422,21.456,189 - P62m,hP9,"[API, Out, JSON ]"
Dy3Pt3Sn3 [6e6141b0d63a478e],107.788,0.184694,0.294999,51.1895,189 - P62m,hP9,"[API, Out, JSON ]"
Dy3Rh3Sn3 [1ab7cf699cb93b98],107.041,0.55124,0.340365,38.2452,189 - P62m,hP9,"[API, Out, JSON ]"
Dy4Ga12Pd1 [f8c2151b19a0ae5a],80.5722,0.000703424,0.214063,56.9293,229 - Im3m,cI34,"[API, Out, JSON ]"
Dy4Ga4Pd4 [dd04eb665d00e3ba],97.7786,2.5506,0.405314,19.7642,62 - Pnma,oP12,"[API, Out, JSON ]"
Dy4Ga4Pt4 [6385b15d263c1de3],115.576,0.914626,0.381595,29.7153,62 - Pnma,oP12,"[API, Out, JSON ]"
Dy4Ge4In2 [ed83e48f681234f2],70.3233,0.790248,0.294441,33.5023,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Dy4Ge4Ir4 [c9d8f8cf0cfaffd9],138.981,0.357495,0.307467,61.3976,62 - Pnma,oP12,"[API, Out, JSON ]"
Dy4Ge4Ir4 [5f3b382c2127e29f],136.721,0.467615,0.354199,44.1603,62 - Pnma,oP12,"[API, Out, JSON ]"
Dy4Ge4Mg2 [e0a4ce0641d75632],74.1739,0.443126,0.196871,56.3577,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Dy4Ge4Ni4 [78b1a9fdc93a0855],106.225,0.182477,0.275474,56.0975,62 - Pnma,oP12,"[API, Out, JSON ]"
Dy4Ge4Pt4 [8dd3036a64afe10d],121.774,0.288446,0.306946,53.963,62 - Pnma,oP12,"[API, Out, JSON ]"
Dy4Ge4Ru4 [ba64cc8029c62f4e],124.78,0.470986,0.340286,44.6081,62 - Pnma,oP12,"[API, Out, JSON ]"
Dy4Ge6Ir7 [4e9585a861d6e537],158.067,0.0425591,0.245406,96.9392,229 - Im3m,cI34,"[API, Out, JSON ]"
Dy4Ge6Rh7 [dbcb901f0396b429],135.822,0.110228,0.268239,74.4615,229 - Im3m,cI34,"[API, Out, JSON ]"
Dy4Hf4O14 [213fbef41f8612df],173.039,0.0208369,0.263349,97.2411,227 - Fd3m,cF88,"[API, Out, JSON ]"
Dy4In2Pd4 [8ce2b4896e63e039],87.5686,0.294649,0.324698,34.7648,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Dy4Ir4Si4 [5f87aabd12589778],141.547,0.748108,0.288986,69.5163,62 - Pnma,oP12,"[API, Out, JSON ]"
Dy4Li4O8 [c566d2bab17f37b0],122.211,0.184722,0.28225,62.2611,62 - Pnma,oP16,"[API, Out, JSON ]"
Dy4Mg2Si4 [4b50271ba827a97c],79.2668,0.517737,0.195193,60.6457,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Dy4Ni4P4 [d703536143aae71d],128.009,0.172825,0.281817,65.3667,194 - P63/mmc,hP12,"[API, Out, JSON ]"
Dy4O14Ru4 [c1c40da078a99fb2],189.467,0.00468299,0.295453,89.748,227 - Fd3m,cF88,"[API, Out, JSON ]"
Dy4O14Sn4 [8f55b8fd8c7100a5],160.956,0.0438614,0.270836,87.0731,227 - Fd3m,cF88,"[API, Out, JSON ]"
Dy4O14Tc4 [b857eda6f6bae17d],186.522,0.000720394,0.280721,95.8064,227 - Fd3m,cF88,"[API, Out, JSON ]"
Dy4O14Ti4 [55b9faf4733959de],185.922,0.0179847,0.267179,102.479,227 - Fd3m,cF88,"[API, Out, JSON ]"
Dy4O14V4 [3d1f3040f69c29a8],190.278,0.0475829,0.283648,96.211,227 - Fd3m,cF88,"[API, Out, JSON ]"
Dy4Pd4Sn4 [81a04dd7f3a249c4],93.8396,0.440731,0.338611,33.9411,62 - Pnma,oP12,"[API, Out, JSON ]"
Dy4Pt4Si4 [9c3272cdf6b59ece],133.988,0.194027,0.298782,62.2755,62 - Pnma,oP12,"[API, Out, JSON ]"
Dy4Rh4Zn4 [b500eddd6fda6fad],119.821,0.36397,0.373702,33.049,62 - Pnma,oP12,"[API, Out, JSON ]"
Dy4Rh6Sn10 [296d134419035e5d],96.4456,0.234149,0.33353,36.119,36 - Cmc21,oS40,"[API, Out, JSON ]"
Dy4Ru4Si4 [895344f663d9e2d3],127.562,1.05903,0.329012,49.2356,62 - Pnma,oP12,"[API, Out, JSON ]"
Dy6Ga2O12 [dc380755498feda6],140.315,0.442063,0.305736,62.627,36 - Cmc21,oS40,"[API, Out, JSON ]"
Dy8O4S8 [b1f1cdfe313b85d2],79.5296,0.468305,0.300653,36.5677,62 - Pnma,oP20,"[API, Out, JSON ]"
Er10Ni2Pb6 [fa641a9e2a03708a],60.85,0.0985325,0.268263,33.3556,193 - P63/mcm,hP18,"[API, Out, JSON ]"
Er16In4Ir4 [97df6e3ea4fce62b],69.6314,0.0435192,0.283273,35.2794,216 - F43m,cF96,"[API, Out, JSON ]"
Er16In4Rh4 [c7ba5be9d60e6bf1],66.2889,0.00260105,0.273041,35.4541,216 - F43m,cF96,"[API, Out, JSON ]"
Er1In1Pt4 [52f352ec130bb54e],167.667,0.736149,0.352063,55.0363,216 - F43m,cF24,"[API, Out, JSON ]"
Er1Ir2Si2 [ae1b79ede33ad940],181.964,0.184792,0.254572,106.791,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Er1Ni1Sb1 [d76ed031097bc0bf],93.1556,0.147507,0.242087,58.0298,216 - F43m,cF12,"[API, Out, JSON ]"
Er1Ni2P2 [477fd09200619ca1],156.932,0.249254,0.263715,88.0277,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Er1Ni2Si2 [23de74e8046208d2],139.889,0.12961,0.285302,70.1017,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Er1Os2Si2 [e8a33e2ff41545ba],171.893,0.184079,0.293065,82.5267,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Er1P2Ru2 [aae419431568f222],171.778,0.210609,0.250115,103.01,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Er1Pd1Sb1 [e68e587950e605f1],91.0667,0.051141,0.299158,42.2351,216 - F43m,cF12,"[API, Out, JSON ]"
Er1Pd2Si2 [fc4db2b423a48d8b],134.759,0.201135,0.325018,53.389,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Er1Pd2Sn1 [fda8cabb99d423ab],109.294,0.26585,0.376398,29.4442,225 - Fm3m,cF16,"[API, Out, JSON ]"
Er1Pt1Sb1 [b406de0f2e1dff0c],102.822,0.00916073,0.296929,48.2991,216 - F43m,cF12,"[API, Out, JSON ]"
Er1Rh2Si2 [e8b765039355f4da],160.6,0.242369,0.26373,90.0786,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Er1Rh3Si2 [d0d4eb0ea07a225e],178.052,0.0882578,0.261003,101.238,191 - P6/mmm,hP6,"[API, Out, JSON ]"
Er1Ru2Si2 [aed4635a171cb410],157.897,0.291366,0.284313,79.5517,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Er2Ga4Ni2 [b1221be6db2bd100],102.839,0.702386,0.285019,51.6142,63 - Cmcm,oS16,"[API, Out, JSON ]"
Er2Ga4Pd2 [c8a15c5939de425c],97.2234,0.598394,0.290302,47.4018,63 - Cmcm,oS16,"[API, Out, JSON ]"
Er2Ge2Sn2 [8bdf0843f2ddb768],67.9867,0.598026,0.249867,40.8181,63 - Cmcm,oS12,"[API, Out, JSON ]"
Er2Ge6Ni2 [5f1f8357a82ecece],99.2194,0.149799,0.237107,63.2542,65 - Cmmm,oS20,"[API, Out, JSON ]"
Er2In2Zn2 [383cba91cc735239],65.8719,0.357018,0.234011,42.5958,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Er2Ni12P7 [c0f22d3d124b67a0],180.55,0.0168419,0.317396,75.0778,174 - P6,hP21,"[API, Out, JSON ]"
Er2Ni1Sn6 [68880d0dd1738f34],62.7274,0.402886,0.270308,34.0264,65 - Cmmm,oS18,"[API, Out, JSON ]"
Er2O8P2 [595171fbf8776318],142.135,2.42347,0.298472,66.1798,141 - I41/amd,tI24,"[API, Out, JSON ]"
Er2Pt4Si4 [f8fd71891272d9d0],157.442,0.78804,0.366727,46.0577,129 - P4/nmm,tP10,"[API, Out, JSON ]"
Er2Tl2Zn2 [c8ef36d664c1938b],63.6009,0.335292,0.240456,39.9221,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Er3In3Pt3 [19798115248ab3ce],108.374,0.951255,0.368695,31.1904,189 - P62m,hP9,"[API, Out, JSON ]"
Er3Ir3Sn3 [9279763c9e61cb36],118.796,0.830879,0.333979,44.3542,189 - P62m,hP9,"[API, Out, JSON ]"
Er3Mg3Pd3 [f40a8d6a42c6edc4],75.524,0.504888,0.390168,17.9007,189 - P62m,hP9,"[API, Out, JSON ]"
Er3P6Pd20 [1bb9b98f71436198],151.7,0.195125,0.39004,36.001,225 - Fm3m,cF116,"[API, Out, JSON ]"
Er3Pb3Pd3 [8c232a9fcc78b5e9],84.2982,0.293908,0.305243,37.7348,189 - P62m,hP9,"[API, Out, JSON ]"
Er3Pd3Sn3 [04aa6b942929f4e9],97.5334,1.0305,0.330367,37.3091,189 - P62m,hP9,"[API, Out, JSON ]"
Er3Pd3Tl3 [9a51a2370a7829c4],80.7439,0.911576,0.378227,21.4024,189 - P62m,hP9,"[API, Out, JSON ]"
Er3Pt3Sn3 [62da428bff07f73b],110.394,0.200103,0.296953,51.849,189 - P62m,hP9,"[API, Out, JSON ]"
Er3Rh3Sn3 [18e725272e250125],110.449,0.219071,0.326841,43.2424,189 - P62m,hP9,"[API, Out, JSON ]"
Er4Fe1Ga12 [c35b430d82eb2f11],74.9,0.000857067,0.236718,47.8359,229 - Im3m,cI34,"[API, Out, JSON ]"
Er4Ga12Pd1 [a5ec4e050110245b],81.0167,0.00014409,0.214646,57.0992,229 - Im3m,cI34,"[API, Out, JSON ]"
Er4Ga4Ir4 [3f3f515e6078b89d],128.023,1.0664,0.377204,34.2449,62 - Pnma,oP12,"[API, Out, JSON ]"
Er4Ga4Pd4 [0df3ad2dbaa05b51],94.4612,1.48789,0.383145,23.9416,62 - Pnma,oP12,"[API, Out, JSON ]"
Er4Ga4Rh4 [be2acb586d9bdc05],120.151,1.3379,0.388661,28.9002,62 - Pnma,oP12,"[API, Out, JSON ]"
Er4Ge4Ir4 [990f638da763afc0],141.883,0.45383,0.361467,43.3109,62 - Pnma,oP12,"[API, Out, JSON ]"
Er4Ge4Mg2 [6d83e0c07333b8c9],75.9031,0.369508,0.193536,58.469,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Er4Ge4Rh4 [2df70388e38a2bac],125.257,0.332218,0.313129,53.476,62 - Pnma,oP12,"[API, Out, JSON ]"
Er4Ge4Ru4 [39732c5e0bf86e43],122.16,0.462301,0.331302,46.4393,62 - Pnma,oP12,"[API, Out, JSON ]"
Er4Ge6Ir7 [87f4693a67bbf8d2],164.556,0.0254198,0.248109,99.6307,229 - Im3m,cI34,"[API, Out, JSON ]"
Er4Ge6Os7 [ec0d74f739d7035d],166.622,0.102245,0.291372,80.756,229 - Im3m,cI34,"[API, Out, JSON ]"
Er4Ge6Rh7 [313eb01440abb77c],139.65,0.118359,0.2653,77.711,229 - Im3m,cI34,"[API, Out, JSON ]"
Er4Hf4O14 [bc78f78037a30785],172.767,0.0367504,0.262457,97.5229,227 - Fd3m,cF88,"[API, Out, JSON ]"
Er4In2Ni4 [35f35f50f54f10c8],87.5861,0.801691,0.316037,36.7299,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Er4In2Pd4 [604cd3e21468bb32],89.2177,0.205633,0.318837,36.7664,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Er4Ir4Si4 [7ece1c4dfac27756],148.257,0.51693,0.282169,75.5633,62 - Pnma,oP12,"[API, Out, JSON ]"
Er4Mg2Se8 [7630dca229b04932],52.9444,0.481553,0.331479,20.1031,227 - Fd3m,cF56,"[API, Out, JSON ]"
Er4Ni4P4 [5be491d6e08418fe],132.002,0.132073,0.275571,69.6747,194 - P63/mmc,hP12,"[API, Out, JSON ]"
Er4O14Ru4 [e93e8b4777a3b2a0],191.189,0.0183934,0.295739,90.4173,227 - Fd3m,cF88,"[API, Out, JSON ]"
Er4O14Sn4 [7146000986be1a20],161.939,0.0697616,0.269272,88.3115,227 - Fd3m,cF88,"[API, Out, JSON ]"
Er4O14Sn4 [6e0cff70171929f0],161.939,0.0697616,0.269272,88.3115,227 - Fd3m,cF88,"[API, Out, JSON ]"
Er4O14Tc4 [ff2f0f54ae83f57a],185.906,0.000349318,0.273255,99.3199,227 - Fd3m,cF88,"[API, Out, JSON ]"
Er4O14Ti4 [741f2418db817598],187.311,0.0352856,0.266916,103.383,227 - Fd3m,cF88,"[API, Out, JSON ]"
Er4O14V4 [15306e405a40d418],196.035,0.0766515,0.286252,97.731,227 - Fd3m,cF88,"[API, Out, JSON ]"
Er4P4Pd4 [c80fa65cecefab92],121.268,0.178941,0.277788,63.2667,62 - Pnma,oP12,"[API, Out, JSON ]"
Er4Pb2Pd4 [f057fa4f039768c6],85.0512,0.111983,0.347075,28.9659,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Er4Pd4Sn4 [7a37debdfeaa3063],88.7951,0.731562,0.341766,31.4147,62 - Pnma,oP12,"[API, Out, JSON ]"
Er4Pt4Si4 [2a72555df8ea1a17],134.315,0.224837,0.29483,63.848,62 - Pnma,oP12,"[API, Out, JSON ]"
Er4Pt4Zn4 [b4b43457e584829a],107.242,0.616025,0.359055,33.3655,62 - Pnma,oP12,"[API, Out, JSON ]"
Er4Pt8Si4 [c8e3a3fb085815fd],150.684,0.393621,0.335651,55.6242,62 - Pnma,oP16,"[API, Out, JSON ]"
Er6F20K2 [5b3f8e61186e7328],91.75,0.0306672,0.276895,48.093,225 - Fm3m,cF112,"[API, Out, JSON ]"
Er6Ga2O12 [ff15b6eb586b06d1],143.074,0.500839,0.300327,65.9093,36 - Cmc21,oS40,"[API, Out, JSON ]"
Er6Pd16Sb8 [af53138d2f2e15c8],117,0.000279482,0.375899,31.6591,225 - Fm3m,cF120,"[API, Out, JSON ]"
Eu2F8Mg2 [7a667460b497ee3b],52.3918,1.81332,0.271278,28.2783,63 - Cmcm,oS24,"[API, Out, JSON ]"
F12Li2V4 [1aea8de58abb8e9e],77.5726,0.827592,0.300235,35.7542,136 - P42/mnm,tP18,"[API, Out, JSON ]"
F12Na4Zn4 [030fa021c2a666f9],74.6982,0.032828,0.292714,35.9334,62 - Pnma,oP20,"[API, Out, JSON ]"
F12Pb2Zr2 [6b181f300d838e7e],74.5071,3.19991,0.373398,20.6045,67 - Cmme,oS32,"[API, Out, JSON ]"
F14Sr4Zn3 [06da60e70138ffb6],68.9709,0.0238895,0.305367,30.8512,157 - P31m,hP21,"[API, Out, JSON ]"
F20K2Tb6 [50a57787303593aa],85.7722,0.0307951,0.281732,43.8188,225 - Fm3m,cF112,"[API, Out, JSON ]"
F20K2Y6 [b88a0eec1aa50936],84.05,0.0147128,0.280831,43.1466,225 - Fm3m,cF112,"[API, Out, JSON ]"
F2Gd2S2 [8382d039c1b6d87e],103.094,0.0952247,0.282391,52.4819,129 - P4/nmm,tP6,"[API, Out, JSON ]"
F2Ho2S2 [de475c47e0998606],110.267,0.131451,0.278626,57.2729,129 - P4/nmm,tP6,"[API, Out, JSON ]"
F2La2S2 [de1cde6957cb1cee],90.7319,0.103592,0.295456,42.978,129 - P4/nmm,tP6,"[API, Out, JSON ]"
F4H2K2 [907c154436b15b0e],24.9762,1.74755,0.246114,15.2661,140 - I4/mcm,tI16,"[API, Out, JSON ]"
F4K2Mg1 [2bc02570aae29c7c],46.0564,0.147724,0.256217,26.8133,139 - I4/mmm,tI14,"[API, Out, JSON ]"
F4K2Zn1 [55285999858648e4],45.1362,0.0717199,0.280685,23.1885,139 - I4/mmm,tI14,"[API, Out, JSON ]"
F4Mg1Rb2 [4d347c2e6d4e5228],39.4891,0.473118,0.271975,21.2374,139 - I4/mmm,tI14,"[API, Out, JSON ]"
F4Ni1Rb2 [7a8792dde5fc864d],40.2276,0.374447,0.275025,21.2942,139 - I4/mmm,tI14,"[API, Out, JSON ]"
F4S4Y4 [757fe3d1453d123c],83.1611,1.0439,0.319936,34.0342,194 - P63/mmc,hP12,"[API, Out, JSON ]"
F5Mn1Rb2 [67844b6e524e6769],20.4749,2.25077,0.288471,10.0842,123 - P4/mmm,tP8,"[API, Out, JSON ]"
F6Ge1Rb2 [f5ab0276e2d4780d],19.0778,0.155625,0.355986,6.07852,225 - Fm3m,cF36,"[API, Out, JSON ]"
F6Hf1K2 [b8b8a59bed65374d],9.25,0.442875,0.265139,5.15153,225 - Fm3m,cF36,"[API, Out, JSON ]"
F6Hf1V1 [f01a8278441fcfdc],75.2056,6.37341,0.309443,32.833,225 - Fm3m,cF32,"[API, Out, JSON ]"
F6K2Mn1 [ca9f05a6b6eddb1c],17.3389,0.0499456,0.299978,8.00356,225 - Fm3m,cF36,"[API, Out, JSON ]"
F6K2Ni1 [d9ac8a23eea3e7b7],22.4556,0.0725541,0.288731,11.0438,225 - Fm3m,cF36,"[API, Out, JSON ]"
F6K2Si1 [71d6809fb16b4ac2],20.0278,0.144736,0.320446,8.1701,225 - Fm3m,cF36,"[API, Out, JSON ]"
F6K3W1 [5e165517cde92300],33.3556,12.3422,0.310425,14.4763,225 - Fm3m,cF40,"[API, Out, JSON ]"
F6Mn1Rb2 [7a7deee428ad7b76],17.3611,0.10088,0.302493,7.89779,225 - Fm3m,cF36,"[API, Out, JSON ]"
F6Na1P1 [8ec0ddedd7a8e8ea],21.1111,4.44762,0.297508,9.88395,225 - Fm3m,cF32,"[API, Out, JSON ]"
F6Na1Sb1 [8770a7b53129df89],20.3,4.10944,0.298398,9.45592,225 - Fm3m,cF32,"[API, Out, JSON ]"
F6Na2Ni2 [e27e85b33d3e7c3e],64.6318,0.804248,0.3,29.8301,63 - Cmcm,oS20,"[API, Out, JSON ]"
F6Ni1Rb2 [e5a9c6fa70aca30f],17.8944,0.0379612,0.307223,7.91673,225 - Fm3m,cF36,"[API, Out, JSON ]"
F6Pd1Rb2 [41ef6e8eea6050d8],14.1889,0.152938,0.26041,8.09145,225 - Fm3m,cF36,"[API, Out, JSON ]"
F6Rb2Si1 [b77dec9e36231396],19.0917,0.0932115,0.326003,7.51559,225 - Fm3m,cF36,"[API, Out, JSON ]"
F6Si1Tl2 [9fab41bd3120e637],19.8944,0.000832321,0.363058,5.99617,225 - Fm3m,cF36,"[API, Out, JSON ]"
F6V1Zr1 [ec55fc7f8b21816e],72.9417,6.2154,0.312018,31.3525,225 - Fm3m,cF32,"[API, Out, JSON ]"
F8Pb2Pd2 [de3ba0acd559b509],64.1358,0.407559,0.357802,20.1502,140 - I4/mcm,tI24,"[API, Out, JSON ]"
F8Pd2Sr2 [56c2ad566655f7a8],63.4892,0.353105,0.329268,24.4638,140 - I4/mcm,tI24,"[API, Out, JSON ]"
Fe1Ga12Ho4 [fc1b9d8ebf614183],75.3556,0.000186083,0.236197,48.2424,229 - Im3m,cI34,"[API, Out, JSON ]"
Fe1Ga12Tb4 [736f46277e3104de],72.1722,2.23E-05,0.23545,46.3632,229 - Im3m,cI34,"[API, Out, JSON ]"
Fe1Ga12Y4 [646ffa7bd3b38f16],74.1222,0.00149176,0.24323,45.9265,229 - Im3m,cI34,"[API, Out, JSON ]"
Fe1Ga1Ni2 [0d6343ac98572695],158.406,69.0156,0.378011,42.0687,225 - Fm3m,cF16,"[API, Out, JSON ]"
Fe1Ga2Hf6 [e1e7ab8ca6ef4ec1],118.117,0.266346,0.30511,52.9145,189 - P62m,hP9,"[API, Out, JSON ]"
Fe1H6Mg2 [8aeca263b3732fb3],82.9167,0.019081,0.197217,62.9102,225 - Fm3m,cF36,"[API, Out, JSON ]"
Fe1H6Sr2 [ad617da6a77f4534],53.7611,0.164085,0.209417,38.7511,225 - Fm3m,cF36,"[API, Out, JSON ]"
Fe1Nb1Sb1 [d8672314fbd6b47d],166.756,0.426512,0.29444,79.4436,216 - F43m,cF12,"[API, Out, JSON ]"
Fe1O2Sr1 [6bbab91d874bafa8],100.326,1.14801,0.257344,58.0857,123 - P4/mmm,tP4,"[API, Out, JSON ]"
